FRN,ProviderName,StateAbbr,TechCode,records,blocks
0003741550,"Interstate Telecommunications Cooperative, Inc.",SD,50,3361,3153
0003741576,Federated Telephone Cooperative,MN,20,48,24
0003741576,Federated Telephone Cooperative,MN,50,1214,607
0003741642,Cooperative Telephone Exchange,IA,10,198,198
0003741733,Madison Telephone Company,IL,10,555,555
0003741733,Madison Telephone Company,IL,42,522,522
0003741857,"Madison Communications, Inc.",IL,42,803,803
0003741949,"Absaraka Cooperative Telephone Co., Inc.",ND,11,56,56
0003741956,ELLINGTON TELEPHONE CO,MO,11,810,810
0003741956,ELLINGTON TELEPHONE CO,MO,12,1,1
0003741956,ELLINGTON TELEPHONE CO,MO,50,7,7
0003741964,Rockwell Cooperative Telephone Association,IA,11,782,782
0003741964,Rockwell Cooperative Telephone Association,IA,50,782,782
0003742038,Ellsworth Cooperative Telephone Association,IA,50,286,286
0003742046,"Lonsdale Telephone Co., Inc.",MN,11,30,30
0003742046,"Lonsdale Telephone Co., Inc.",MN,50,348,340
0003742103,"FIVE AREA TELEPHONE COOP., INC.",TX,11,716,716
0003742103,"FIVE AREA TELEPHONE COOP., INC.",TX,50,2,2
0003742343,"WEST PLAINS TELECOMMUNICATIONS, iNC.",TX,11,153,153
0003742343,"WEST PLAINS TELECOMMUNICATIONS, iNC.",TX,50,926,926
0003742384,"Red River Rural Telephone Association, Inc.",MN,12,4,4
0003742384,"Red River Rural Telephone Association, Inc.",MN,50,749,749
0003742384,"Red River Rural Telephone Association, Inc.",MN,70,1661,1661
0003742384,"Red River Rural Telephone Association, Inc.",ND,12,177,177
0003742384,"Red River Rural Telephone Association, Inc.",ND,50,2409,2409
0003742384,"Red River Rural Telephone Association, Inc.",ND,70,699,699
0003742442,Lumos Networks Inc.,MD,10,59,59
0003742442,Lumos Networks Inc.,MD,20,14,14
0003742442,Lumos Networks Inc.,OH,10,10,10
0003742442,Lumos Networks Inc.,OH,20,2,2
0003742442,Lumos Networks Inc.,PA,10,3,3
0003742442,Lumos Networks Inc.,PA,20,56,56
0003742442,Lumos Networks Inc.,VA,10,828,828
0003742442,Lumos Networks Inc.,VA,20,21,21
0003742442,Lumos Networks Inc.,VA,50,39,39
0003742442,Lumos Networks Inc.,WV,10,608,608
0003742442,Lumos Networks Inc.,WV,20,237,237
0003742442,Lumos Networks Inc.,WV,50,164,164
0003742467,Consolidated Telephone Company,MN,10,745,745
0003742467,Consolidated Telephone Company,MN,50,1194,1186
0003742467,Consolidated Telephone Company,MN,70,20,20
0003742475,Harmony Telephone Company,IA,10,38,38
0003742475,Harmony Telephone Company,IA,20,5,5
0003742475,Harmony Telephone Company,IA,70,86,86
0003742475,Harmony Telephone Company,MN,10,227,227
0003742475,Harmony Telephone Company,MN,70,546,546
0003742806,"Hager TeleCom, Inc.",MN,10,16,16
0003742806,"Hager TeleCom, Inc.",MN,11,4,4
0003742806,"Hager TeleCom, Inc.",WI,10,346,346
0003742806,"Hager TeleCom, Inc.",WI,11,255,255
0003742806,"Hager TeleCom, Inc.",WI,12,126,126
0003742806,"Hager TeleCom, Inc.",WI,50,15,15
0003742954,Shawnee Telephone Company,IL,20,322,322
0003742954,Shawnee Telephone Company,IL,50,1116,1116
0003742988,ShawneeLink,IL,50,58,58
0003743358,Hershey Cooperative Telephone Company,NE,11,309,309
0003743358,Hershey Cooperative Telephone Company,NE,50,106,106
0003743358,Hershey Cooperative Telephone Company,NE,70,2836,2836
0003744125,Price County Telephone Company,WI,11,958,958
0003744133,"Price County Information Systems, Inc.",WI,11,165,165
0003744141,"Wood County Telephone Company,  DBA",WI,12,314,314
0003744141,"Wood County Telephone Company,  DBA",WI,20,391,391
0003744141,"Wood County Telephone Company,  DBA",WI,50,1423,1423
0003744224,Halstad Telephone Company,MN,12,172,172
0003744224,Halstad Telephone Company,MN,50,766,766
0003744224,Halstad Telephone Company,MN,70,886,886
0003744224,Halstad Telephone Company,ND,12,389,202
0003744224,Halstad Telephone Company,ND,50,1724,918
0003744224,Halstad Telephone Company,ND,70,228,228
0003744273,Osakis Telephone Company,MN,10,26,26
0003744273,Osakis Telephone Company,MN,11,403,403
0003744273,Osakis Telephone Company,MN,12,161,161
0003744273,Osakis Telephone Company,MN,50,172,172
0003744398,"Lakeland Communications Group, LLC dba Lakeland Communications",WI,10,622,622
0003744398,"Lakeland Communications Group, LLC dba Lakeland Communications",WI,12,105,105
0003744398,"Lakeland Communications Group, LLC dba Lakeland Communications",WI,42,260,260
0003744398,"Lakeland Communications Group, LLC dba Lakeland Communications",WI,50,139,139
0003744463,"TRI County Telephone Association, Inc.",MT,11,16,16
0003744463,"TRI County Telephone Association, Inc.",MT,12,11,11
0003744463,"TRI County Telephone Association, Inc.",MT,41,30,30
0003744463,"TRI County Telephone Association, Inc.",MT,70,7788,7788
0003744463,"TRI County Telephone Association, Inc.",WY,11,2238,2238
0003744463,"TRI County Telephone Association, Inc.",WY,12,1114,1114
0003744463,"TRI County Telephone Association, Inc.",WY,50,1223,1223
0003744463,"TRI County Telephone Association, Inc.",WY,70,5048,5048
0003744513,Pine Island Telephone Company,MN,10,557,557
0003744513,Pine Island Telephone Company,MN,11,407,407
0003744513,Pine Island Telephone Company,MN,12,160,160
0003744513,Pine Island Telephone Company,MN,50,16,16
0003744547,Granada Telephone Company,MN,10,140,140
0003744547,Granada Telephone Company,MN,11,121,121
0003744547,Granada Telephone Company,MN,12,35,35
0003744562,Eagle Valley Telephone Company,MN,10,135,135
0003744562,Eagle Valley Telephone Company,MN,11,128,128
0003744562,Eagle Valley Telephone Company,MN,12,128,128
0003744570,Arrowhead Communications Corporation,MN,10,77,77
0003744570,Arrowhead Communications Corporation,MN,11,177,177
0003744570,Arrowhead Communications Corporation,MN,12,177,177
0003744596,Indianhead Telephone Company,WI,10,943,943
0003744596,Indianhead Telephone Company,WI,11,760,760
0003744596,Indianhead Telephone Company,WI,12,402,402
0003745130,Spring Grove Cooperative Telephone Co,IA,50,35,35
0003745130,Spring Grove Cooperative Telephone Co,MN,50,202,202
0003745700,The Ridgeville Telephone Company,OH,10,20,20
0003745700,The Ridgeville Telephone Company,OH,41,191,191
0003745700,The Ridgeville Telephone Company,OH,50,117,117
0003745734,North State Telephone Company dba North State Communications,NC,10,4367,4367
0003745734,North State Telephone Company dba North State Communications,NC,11,4367,4367
0003745734,North State Telephone Company dba North State Communications,NC,30,2306,2306
0003745734,North State Telephone Company dba North State Communications,NC,50,2496,2496
0003745767,Oak Run Associates Ltd/ DECCA Cable,FL,41,789,789
0003745791,"Dalton Telephone Company, Inc.",NE,10,670,670
0003745791,"Dalton Telephone Company, Inc.",NE,40,650,650
0003745825,Barnes City Cooperative Telephone Company,IA,10,76,76
0003745890,The Burt Telephone Company,IA,10,89,89
0003745890,The Burt Telephone Company,IA,12,2,2
0003745890,The Burt Telephone Company,IA,50,3,3
0003745908,LOCAL ACCESS NETWORK LLC dba Milaca Local Link,MN,10,133,133
0003745908,LOCAL ACCESS NETWORK LLC dba Milaca Local Link,MN,42,133,133
0003745916,Popp Telcom Incorporated,MN,10,737,737
0003745916,Popp Telcom Incorporated,MN,11,726,726
0003745916,Popp Telcom Incorporated,MN,30,968,968
0003745916,Popp Telcom Incorporated,MN,50,24,24
0003745957,Danville Mutual Telephone Company,IA,10,211,211
0003745957,Danville Mutual Telephone Company,IA,11,211,211
0003745957,Danville Mutual Telephone Company,IA,50,358,358
0003745957,Danville Mutual Telephone Company,IA,70,358,358
0003746088,"Wamego Telecommunications Company, Inc.",KS,10,151,151
0003746088,"Wamego Telecommunications Company, Inc.",KS,50,782,782
0003746104,"Cablevision Lightpath-NY, Inc.",NY,50,3249,3249
0003746237,William Bauer,NE,41,27,27
0003746237,William Bauer,WY,41,119,119
0003746468,"Charter Communications, Inc.",AL,42,64522,64522
0003746468,"Charter Communications, Inc.",AL,50,239,239
0003746468,"Charter Communications, Inc.",CA,42,61412,61412
0003746468,"Charter Communications, Inc.",CA,50,599,599
0003746468,"Charter Communications, Inc.",CO,41,616,616
0003746468,"Charter Communications, Inc.",CO,42,14771,14771
0003746468,"Charter Communications, Inc.",CO,50,56,56
0003746468,"Charter Communications, Inc.",CT,42,9004,9004
0003746468,"Charter Communications, Inc.",CT,50,63,63
0003746468,"Charter Communications, Inc.",GA,42,39825,39825
0003746468,"Charter Communications, Inc.",GA,50,233,233
0003746468,"Charter Communications, Inc.",IL,42,22970,22970
0003746468,"Charter Communications, Inc.",IL,50,147,147
0003746468,"Charter Communications, Inc.",LA,42,20974,20974
0003746468,"Charter Communications, Inc.",LA,50,122,122
0003746468,"Charter Communications, Inc.",MA,42,18570,18570
0003746468,"Charter Communications, Inc.",MA,50,211,211
0003746468,"Charter Communications, Inc.",MD,41,459,459
0003746468,"Charter Communications, Inc.",MI,42,79574,79574
0003746468,"Charter Communications, Inc.",MI,50,493,493
0003746468,"Charter Communications, Inc.",MN,42,30931,30931
0003746468,"Charter Communications, Inc.",MN,50,241,241
0003746468,"Charter Communications, Inc.",MO,42,68682,68682
0003746468,"Charter Communications, Inc.",MO,50,710,710
0003746468,"Charter Communications, Inc.",MS,42,1119,1119
0003746468,"Charter Communications, Inc.",MT,41,779,779
0003746468,"Charter Communications, Inc.",MT,42,22203,22203
0003746468,"Charter Communications, Inc.",MT,50,85,85
0003746468,"Charter Communications, Inc.",NC,41,2030,2030
0003746468,"Charter Communications, Inc.",NC,42,41845,41845
0003746468,"Charter Communications, Inc.",NC,50,273,273
0003746468,"Charter Communications, Inc.",NE,42,20722,20722
0003746468,"Charter Communications, Inc.",NE,50,65,65
0003746468,"Charter Communications, Inc.",NH,42,603,603
0003746468,"Charter Communications, Inc.",NH,50,7,7
0003746468,"Charter Communications, Inc.",NV,42,12610,12610
0003746468,"Charter Communications, Inc.",NV,50,156,156
0003746468,"Charter Communications, Inc.",NY,42,2263,2263
0003746468,"Charter Communications, Inc.",NY,50,7,7
0003746468,"Charter Communications, Inc.",OR,42,29019,29019
0003746468,"Charter Communications, Inc.",OR,50,121,121
0003746468,"Charter Communications, Inc.",SC,42,32263,32263
0003746468,"Charter Communications, Inc.",SC,50,440,440
0003746468,"Charter Communications, Inc.",TN,42,63405,63405
0003746468,"Charter Communications, Inc.",TN,50,410,410
0003746468,"Charter Communications, Inc.",TX,41,4699,4699
0003746468,"Charter Communications, Inc.",TX,42,32714,32714
0003746468,"Charter Communications, Inc.",TX,50,341,341
0003746468,"Charter Communications, Inc.",VA,41,406,406
0003746468,"Charter Communications, Inc.",VA,42,5774,5774
0003746468,"Charter Communications, Inc.",VA,50,56,56
0003746468,"Charter Communications, Inc.",VT,42,2393,2393
0003746468,"Charter Communications, Inc.",VT,50,16,16
0003746468,"Charter Communications, Inc.",WA,42,16303,16303
0003746468,"Charter Communications, Inc.",WA,50,130,130
0003746468,"Charter Communications, Inc.",WI,42,72224,72224
0003746468,"Charter Communications, Inc.",WI,50,716,716
0003746468,"Charter Communications, Inc.",WY,42,14839,14839
0003746468,"Charter Communications, Inc.",WY,50,36,36
0003746724,"Primelink, Inc.",NY,11,403,403
0003746724,"Primelink, Inc.",NY,30,7,7
0003746724,"Primelink, Inc.",NY,50,1193,1193
0003746724,"Primelink, Inc.",NY,70,4,4
0003746898,"Allen's TV Cable Service, Inc.",LA,41,249,249
0003746898,"Allen's TV Cable Service, Inc.",LA,42,1426,1426
0003746898,"Allen's TV Cable Service, Inc.",LA,50,1452,1452
0003746989,Sjoberg's Inc.,MN,42,1829,1829
0003747235,"Colane Cable TV, Inc.",WV,41,1188,1188
0003747672,Flat Rock Telephone Co-Op Incorporated,IL,10,104,104
0003747722,FARMERS MUTUAL TELEPHONE COMPANY,MN,50,987,932
0003747722,FARMERS MUTUAL TELEPHONE COMPANY,SD,50,20,20
0003747847,"Yadkin Valley Telecom, Inc.",NC,10,337,337
0003747847,"Yadkin Valley Telecom, Inc.",NC,50,305,305
0003748043,Farber Telephone Company,MO,20,48,48
0003748068,Farmers Mutual Cooperative Telephone Company,IA,50,147,147
0003748084,Grand Mound Cooperative Telephone Association,IA,10,68,68
0003748084,Grand Mound Cooperative Telephone Association,IA,50,94,94
0003748167,Hubbard Cooperative Telephone Association,IA,10,108,108
0003748183,Interstate 35 Telephone Company,IA,50,223,223
0003748191,"La Motte Telephone Company, Inc.",IA,10,107,107
0003748191,"La Motte Telephone Company, Inc.",IA,50,18,18
0003748258,Louisa Communications,IA,10,762,762
0003748258,Louisa Communications,IA,70,762,762
0003748258,"Mutual Telephone Company of Morning Sun, Iowa",IA,10,498,498
0003748258,"Mutual Telephone Company of Morning Sun, Iowa",IA,70,498,498
0003748266,Randolph Telephone Telecommunications Inc.,NC,50,132,132
0003748282,"Lynnville Telephone Company, Inc.",IA,10,86,86
0003748340,Mechanicsville Telephone Company,IA,10,223,223
0003748340,Mechanicsville Telephone Company,IA,12,223,223
0003748340,Mechanicsville Telephone Company,IA,70,218,218
0003748449,"Olin Telephone Company, Inc.",IA,10,201,201
0003748449,"Olin Telephone Company, Inc.",IA,20,150,150
0003748449,"Olin Telephone Company, Inc.",IA,50,150,150
0003748449,"Olin Telephone Company, Inc.",IA,70,150,150
0003748506,Palmer Mutual Telephone Company,IA,10,152,152
0003748514,Palo Cooperative Telephone Association,IA,50,132,132
0003748522,"Prairieburg Telephone Company, Incorporated",IA,10,108,108
0003748522,"Prairieburg Telephone Company, Incorporated",IA,70,109,109
0003748589,Preston Telephone Company,IA,10,310,310
0003748589,Preston Telephone Company,IA,50,61,61
0003749082,"Jefferson County Cable, Inc",OH,41,84,84
0003749082,"Jefferson County Cable, Inc",OH,42,387,387
0003749116,blue devil cable television inc,PA,42,356,356
0003749116,blue devil cable television inc,WV,42,112,112
0003749140,"Southwest Telephone Exchange, Inc.",IA,50,192,192
0003749215,Dunkerton Telephone Cooperative,IA,10,110,110
0003749215,Dunkerton Telephone Cooperative,IA,50,130,130
0003749264,"Citizens Telephone Cooperative, Inc.",WI,10,63,63
0003749264,"Citizens Telephone Cooperative, Inc.",WI,50,533,533
0003749413,"Midtel Cable TV, Inc.",NY,10,981,981
0003749413,"Midtel Cable TV, Inc.",NY,50,8,8
0003749512,Searsboro Telephone Company,IA,10,59,59
0003749538,Sharon Telephone Company,IA,10,309,309
0003749538,Sharon Telephone Company,IA,50,309,309
0003749538,Sharon Telephone Company,IA,70,309,309
0003749561,"Springville Cooperative Telephone Association, Inc.",IA,11,214,214
0003749561,"Springville Cooperative Telephone Association, Inc.",IA,50,214,214
0003749587,Titonka Telephone Company,IA,10,78,78
0003749587,Titonka Telephone Company,IA,50,52,52
0003749611,Villisca Farmers Telephone Company,IA,10,343,343
0003749611,Villisca Farmers Telephone Company,IA,50,343,343
0003749645,Walnut Telephone Company,IA,10,366,361
0003749645,Walnut Telephone Company,IA,20,195,195
0003749645,Walnut Telephone Company,IA,40,480,475
0003749645,Walnut Telephone Company,IA,50,333,331
0003749678,"En-Touch Systems, Inc.",TX,40,2463,2463
0003749678,"En-Touch Systems, Inc.",TX,50,2463,2463
0003749819,Cassadaga Telephone Corporation,NY,11,188,188
0003749835,Grand Mound Communications Company,IA,50,383,383
0003749835,Grand Mound Communications Company,IA,70,406,406
0003749835,Grand Mound Communications Company,IL,70,14,14
0003749843,DFT Local Service Corporation,NY,11,1151,1151
0003749843,DFT Local Service Corporation,NY,70,11,11
0003749983,R & R Cable Company,WA,42,123,123
0003750171,MTC COMMUNICATIONS INC,IL,11,10,10
0003750171,MTC COMMUNICATIONS INC,IL,50,1219,1219
0003750171,MTC COMMUNICATIONS INC,IL,70,783,783
0003752466,Eastern Cable Corp,KY,41,145,145
0003752508,Manning Municipal Communication & Television System Utitlty,IA,41,88,88
0003752730,"Irvine Community Television, Inc",KY,41,332,332
0003752730,"Irvine Community Television, Inc",KY,42,332,332
0003753530,Northland Cable Ventures LLC,TX,41,983,983
0003753530,Northland Cable Ventures LLC,TX,42,983,983
0003753639,"Millington CATV,Inc.",TN,40,681,681
0003754652,Bijou Telephone Cooperative Association Inc.,CO,10,299,299
0003754686,"Louisiana Competitive Telecommunications, Inc.",LA,10,478,478
0003754686,"Louisiana Competitive Telecommunications, Inc.",LA,50,478,478
0003754686,"Louisiana Competitive Telecommunications, Inc.",LA,70,478,478
0003754785,"Service Electric Cable TV, Inc.",NJ,42,1823,1823
0003754785,"Service Electric Cable TV, Inc.",PA,42,24117,24117
0003755642,Farmers & Merchants Mutual Telephone Company,IA,50,587,538
0003755642,Farmers & Merchants Mutual Telephone Company,IA,70,620,584
0003755741,"Call One, Inc.",AL,20,1,1
0003755741,"Call One, Inc.",AZ,20,1,1
0003755741,"Call One, Inc.",CA,20,5,5
0003755741,"Call One, Inc.",CA,50,1,1
0003755741,"Call One, Inc.",CO,20,1,1
0003755741,"Call One, Inc.",CT,20,1,1
0003755741,"Call One, Inc.",FL,20,4,4
0003755741,"Call One, Inc.",GA,20,1,1
0003755741,"Call One, Inc.",IA,20,2,2
0003755741,"Call One, Inc.",ID,20,1,1
0003755741,"Call One, Inc.",IL,20,20,20
0003755741,"Call One, Inc.",IL,50,16,16
0003755741,"Call One, Inc.",IN,20,1,1
0003755741,"Call One, Inc.",KY,50,2,2
0003755741,"Call One, Inc.",MD,20,1,1
0003755741,"Call One, Inc.",MI,20,2,2
0003755741,"Call One, Inc.",MI,50,1,1
0003755741,"Call One, Inc.",MN,20,2,2
0003755741,"Call One, Inc.",MO,20,1,1
0003755741,"Call One, Inc.",MO,50,1,1
0003755741,"Call One, Inc.",NC,20,2,2
0003755741,"Call One, Inc.",NC,50,1,1
0003755741,"Call One, Inc.",NJ,20,1,1
0003755741,"Call One, Inc.",NJ,50,1,1
0003755741,"Call One, Inc.",NV,20,1,1
0003755741,"Call One, Inc.",NY,20,4,4
0003755741,"Call One, Inc.",NY,50,2,2
0003755741,"Call One, Inc.",OH,20,1,1
0003755741,"Call One, Inc.",OK,20,1,1
0003755741,"Call One, Inc.",OR,20,1,1
0003755741,"Call One, Inc.",PA,20,3,3
0003755741,"Call One, Inc.",RI,20,1,1
0003755741,"Call One, Inc.",SD,20,1,1
0003755741,"Call One, Inc.",TN,20,2,2
0003755741,"Call One, Inc.",TX,20,4,4
0003755741,"Call One, Inc.",TX,50,1,1
0003755741,"Call One, Inc.",UT,20,2,2
0003755741,"Call One, Inc.",VA,20,1,1
0003755741,"Call One, Inc.",WA,20,2,2
0003755741,"Call One, Inc.",WI,20,1,1
0003755808,Midstate Telephone Company,ND,10,533,533
0003755832,Midstate Communications Inc.,ND,10,440,440
0003756764,Coon Creek Telephone Company,IA,10,141,141
0003756798,Coon Creek Telecommunications Corp.,IA,10,531,531
0003757275,Cavalier Telephone,DC,10,107,107
0003757275,Cavalier Telephone,DE,10,574,287
0003757275,Cavalier Telephone,MD,10,3135,3135
0003757275,Cavalier Telephone,NJ,10,156,78
0003757275,Cavalier Telephone,PA,10,5476,2738
0003757275,Cavalier Telephone,VA,10,6560,3280
0003757341,"Buckeye Cablevision, Inc.",MI,42,563,563
0003757341,"Buckeye Cablevision, Inc.",OH,42,7188,7188
0003757366,"BENTON CABLEVISION, INC.",MN,42,392,392
0003757366,"BENTON CABLEVISION, INC.",MN,50,224,224
0003757374,Arcadia Telephone Cooperative,IA,10,63,63
0003757432,Northeast Florida Telephone Company,FL,11,886,886
0003757432,Northeast Florida Telephone Company,FL,12,219,219
0003757432,Northeast Florida Telephone Company,FL,20,293,293
0003757432,Northeast Florida Telephone Company,FL,50,16,16
0003757564,Tatum Telephone Company,TX,11,133,133
0003757564,Tatum Telephone Company,TX,50,1,1
0003757580,Electra Telephone Company,TX,11,570,570
0003757580,Electra Telephone Company,TX,12,93,93
0003757580,Electra Telephone Company,TX,20,9,9
0003757788,Superior Telephone Cooperative,IA,10,112,112
0003757838,Royal Telephone Company,IA,50,102,102
0003758109,Van Horne Cooperative Telephone Company,IA,50,179,179
0003758877,"Santel Communications Cooperative, Inc.",SD,10,2461,2461
0003758877,"Santel Communications Cooperative, Inc.",SD,50,1581,1581
0003758877,"Santel Communications Cooperative, Inc.",SD,70,4940,4940
0003759073,REYNOLDS CABLE TV INC.,GA,41,3,3
0003759859,RUNESTONE TELEPHONE ASSOCIATION,MN,11,655,655
0003759859,RUNESTONE TELEPHONE ASSOCIATION,MN,12,119,119
0003759859,RUNESTONE TELEPHONE ASSOCIATION,MN,50,1515,1515
0003759891,"Golden West Cablevision, Inc.",SD,42,3962,3962
0003759917,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,ND,50,5026,5026
0003759917,DAKOTA CENTRAL TELECOMMUNICATIONS COOPERATIVE,ND,70,114,114
0003762010,"Windstream Concord Telephone, Inc",NC,10,5402,5402
0003762465,"HOOD CANAL TELEPHONE CO., INC.",WA,10,45,45
0003762465,"HOOD CANAL TELEPHONE CO., INC.",WA,42,515,513
0003762465,"HOOD CANAL TELEPHONE CO., INC.",WA,50,121,121
0003762796,Reynolds Telephone Company,IL,10,38,38
0003762796,Reynolds Telephone Company,IL,50,60,60
0003762796,Reynolds Telephone Company,IL,70,68,68
0003762820,Karban TV Systems Inc.,MI,41,14,14
0003762820,Karban TV Systems Inc.,WI,41,485,485
0003763471,CT CUBE INC DBA WEST CENTRAL WIRELESS,TX,70,32769,32769
0003763760,Myvocom,UT,70,208,208
0003763760,Myvocom,WY,70,114,114
0003764487,"First Communications, LLC",IL,30,2027,2027
0003764487,"First Communications, LLC",IN,30,11,11
0003764487,"First Communications, LLC",MI,30,209,209
0003764487,"First Communications, LLC",OH,30,687,687
0003764735,Alhambra-Grantfork Telephone Company,IL,10,170,170
0003764735,Alhambra-Grantfork Telephone Company,IL,50,126,126
0003764966,Ponderosa Cablevision,CA,50,47,47
0003765617,"Armstrong Utilities, Inc.",KY,42,548,548
0003765617,"Armstrong Utilities, Inc.",KY,50,548,548
0003765617,"Armstrong Utilities, Inc.",MD,42,1085,1085
0003765617,"Armstrong Utilities, Inc.",MD,50,1085,1085
0003765617,"Armstrong Utilities, Inc.",MI,42,1,1
0003765617,"Armstrong Utilities, Inc.",MI,50,1,1
0003765617,"Armstrong Utilities, Inc.",OH,42,5687,5687
0003765617,"Armstrong Utilities, Inc.",OH,50,5687,5687
0003765617,"Armstrong Utilities, Inc.",PA,42,13187,13187
0003765617,"Armstrong Utilities, Inc.",PA,50,13187,13187
0003765617,"Armstrong Utilities, Inc.",WV,42,921,921
0003765617,"Armstrong Utilities, Inc.",WV,50,921,921
0003765781,"Standard Tobacco Company, Inc.",KY,42,469,469
0003766144,"Knology of Alabama, Inc.",AL,42,10526,10526
0003766144,"Knology of Alabama, Inc.",FL,42,16557,16557
0003766144,"Knology of Alabama, Inc.",GA,42,5581,5581
0003766144,"Knology of Alabama, Inc.",KS,42,2224,2224
0003766144,"Knology of Alabama, Inc.",SC,42,5023,5023
0003766144,"Knology of Alabama, Inc.",TN,42,1640,1640
0003766201,Blanca Telephone Company,CO,10,504,504
0003766201,Blanca Telephone Company,CO,50,896,896
0003766623,Jade Communications LLC,CO,10,504,504
0003766623,Jade Communications LLC,CO,50,896,896
0003766680,WTC Communications Inc.,KS,50,280,280
0003766680,WTC Communications Inc.,KS,70,126,126
0003768025,"BTC, Inc.",IA,11,1432,1432
0003768025,"BTC, Inc.",IA,12,83,83
0003768025,"BTC, Inc.",IA,50,887,887
0003768025,"BTC, Inc.",IA,70,1074,1074
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",AL,41,18,18
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",AL,42,19199,19199
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",AR,42,8169,8169
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",AZ,42,3755,3755
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",CA,42,134977,134977
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",CO,42,58850,58850
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",CT,42,23013,23013
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",DC,42,4873,4873
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",DE,42,12997,12997
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",FL,42,148540,148540
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",GA,42,63008,63008
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",ID,42,31,31
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",IL,42,166477,166477
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",IN,42,83991,83991
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",KS,42,1381,1381
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",KY,42,5245,5245
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",LA,42,9890,9890
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",MA,42,81524,81524
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",MD,42,62770,62770
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",ME,42,1915,1915
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",MI,42,93063,93063
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",MN,42,33277,33277
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",MO,42,5065,5065
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",MS,42,17964,17964
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",NC,42,128,128
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",NH,42,15849,15849
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",NJ,42,73471,73471
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",NM,42,20847,20847
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",NY,42,1597,1597
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",OH,42,5266,5266
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",OR,42,36287,36287
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",PA,42,169612,169612
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",RI,42,8,8
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",SC,42,11657,11657
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",TN,42,60865,60865
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",TX,42,58938,58938
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",UT,42,28239,28239
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",VA,42,55843,55843
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",VT,42,9686,9686
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",WA,42,71231,71231
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",WI,42,1566,1566
0003768165,"COMCAST CABLE COMMUNICATIONS, LLC",WV,42,13068,13068
0003768215,Complete Communication Services,IA,40,124,124
0003770351,SOUTHERN VERMONT CABLE CO.,VT,42,255,255
0003770815,Valley Telephone Company,MN,10,149,149
0003770815,Valley Telephone Company,SD,10,135,135
0003770948,Otter Tail Telcom LLC,MN,10,860,860
0003770948,Otter Tail Telcom LLC,MN,50,111,111
0003770948,Otter Tail Telcom LLC,MN,70,319,319
0003771169,South Central Wireless Inc.,KS,12,57,57
0003771169,South Central Wireless Inc.,KS,50,811,811
0003771169,South Central Wireless Inc.,KS,70,470,470
0003771169,South Central Wireless Inc.,OK,11,84,84
0003771169,South Central Wireless Inc.,OK,50,259,259
0003771169,South Central Wireless Inc.,OK,70,402,402
0003772274,KLM Telephone Company,MO,10,1351,1351
0003772274,KLM Telephone Company,MO,70,111,111
0003772290,N. W. Communications,MO,40,108,108
0003772753,Taconic Telephone Corp.,MA,11,181,181
0003772753,Taconic Telephone Corp.,NY,11,2629,2629
0003772753,Taconic Telephone Corp.,NY,20,1975,1975
